ID,governorate,age,name,gender
80518,Kafr Al sheikh,19,Sherri Paul,0
80519,Damietta,32,Crystal Pollard,0
80520,South Sinai,71,Michele Johnson,0
80521,Alexandria,30,Anthony Novak,0
80522,New Valley,57,Kelly Sanders DDS,0
80523,Menofia,58,Monica Gutierrez,1
80524,Fayoum,31,Christopher Morgan,0
80525,Gharbiya,23,Stephanie Rose,0
80526,Port Said,60,Brandon Evans,0
80527,Beni Suef,44,Jennifer Gonzalez,1
80528,Matrouh,49,Cameron Wyatt,1
80529,Qena,58,Kendra Griffin,0
80530,Qaliubiya,39,Stephen Graham,0
80531,Matrouh,66,Shelly Torres,0
80532,Red Sea,22,Amanda Mccarthy,0
80533,Kafr Al sheikh,78,Amanda Williamson,1
80534,Giza,61,James Henderson,1
80535,Assiut,39,Kimberly Rogers,1
80536,Menofia,37,Jeffrey Gutierrez,1
80537,Giza,69,Samuel Thompson,1
80538,Minya,80,Dawn Page,0
80539,Giza,71,Michele Pollard,0
80540,Cairo,44,Sylvia Jones,1
80541,Suez,58,Jordan Chavez,0
80542,New Valley,48,James Ball,1
80543,Menofia,67,Mrs. Jacqueline Wallace,0
80544,Qaliubiya,51,Amy Wilson,1
80545,Luxor,18,Wayne Waters,0
80546,Qaliubiya,41,Peter Wilkinson,1
80547,Giza,27,Dennis Hunter,1
80548,Menofia,74,Kim Gamble,1
80549,Alexandria,27,Scott Carter,0
80550,Damietta,76,Robert Wright,1
80551,Sharkia,28,Samantha Hodge,1
80552,North Sinai,53,Michelle Ross,0
80553,Sharkia,49,Jeff Anderson,0
80554,New Valley,55,Jeremy Thompson,0
80555,Menofia,66,Mary Kim,1
80556,New Valley,41,Christopher White,0
80557,Minya,44,Caroline Holt,1
80558,Luxor,36,Donald Cameron,1
80559,Luxor,19,Matthew Scott,0
80560,Qaliubiya,72,Megan Arnold,1
80561,Dakahlia,40,Curtis Brown,0
80562,Dakahlia,68,Nicholas Diaz,1
80563,South Sinai,48,Jorge Bruce,1
80564,Gharbiya,60,Laurie Montgomery,1
80565,North Sinai,29,Christian Wheeler,0
80566,Luxor,55,Amanda Morgan,1
80567,South Sinai,27,Jeffery Lindsey,0
80568,South Sinai,20,Craig Thompson,1
80569,Beheira,42,Nicholas Page,1
80570,Matrouh,72,Daniel Carr,0
80571,Beheira,77,Victoria Delgado,0
80572,Dakahlia,53,Lauren Rodriguez,0
80573,Fayoum,40,Deanna Franklin,1
80574,Sohag,62,Brittany Williams,1
80575,South Sinai,30,Kathryn May,0
80576,Alexandria,63,Robert Phillips,0
80577,Dakahlia,46,David Green,1
80578,Cairo,40,Kayla Scott,1
80579,Beni Suef,18,Steven Garza,1
80580,Aswan,57,Eileen Nielsen,1
80581,Kafr Al sheikh,55,Laura Wilson,0
80582,North Sinai,19,Beth Pittman,0
80583,South Sinai,42,Gerald Taylor,1
80584,Sharkia,57,Barbara Gibbs,0
80585,Sohag,70,Joshua Ramirez,1
80586,Aswan,72,Carlos Erickson,0
80587,Beni Suef,54,Donna Clayton,1
80588,Port Said,31,Michael Hill,0
80589,Assiut,78,Tracy Page,1
80590,Fayoum,46,Taylor Oliver,0
80591,Assiut,24,Edward Graves,1
80592,Dakahlia,33,Yolanda Schmitt,0
80593,Menofia,26,Rachel Dunn,0
80594,Fayoum,20,Laura Reeves,1
80595,Sohag,22,Sarah Roberts,1
80596,Luxor,56,Gabriel Molina,1
80597,Sohag,57,Lucas Soto,0
80598,Sohag,78,Lisa Knox,1
80599,Cairo,19,Gregory Hanna,0
80600,Ismailia,30,Kimberly Vazquez,1
80601,Qena,80,Michelle Meyer,1
80602,Sohag,61,Katrina Davis,0
80603,Kafr Al sheikh,39,Michelle Baker,1
80604,Suez,62,Michael Williams,1
80605,Kafr Al sheikh,21,Cynthia Schneider,0
80606,Giza,48,Matthew Rogers,1
80607,Sharkia,56,Tracy Davis,1
80608,Beheira,40,Ronald Green,0
80609,Luxor,27,Alexandra Davis,0
80610,Kafr Al sheikh,25,Lori Jones,0
80611,Gharbiya,45,Kerry Patterson,1
80612,Matrouh,43,Jacob Ray,1
80613,Fayoum,20,Marcia Castillo,0
80614,Ismailia,24,Sandra Lutz,1
80615,Minya,66,Angela Taylor,1
80616,Beheira,51,Dennis Barnes,1
80617,Menofia,56,Tammy Coleman,0
80618,Gharbiya,33,David Villarreal,0
80619,Qaliubiya,53,Robert Butler,1
80620,Qena,42,Lindsay Ayers MD,1
80621,Qena,33,Daniel Malone,0
80622,Gharbiya,22,Karen Meyer,0
80623,Cairo,52,Michael Gomez,0
80624,Giza,62,Jeffrey Riley,1
80625,Damietta,45,Renee Poole,1
80626,Cairo,47,Ryan Watson,1
80627,Aswan,43,Gregory Sullivan,1
80628,Suez,54,Travis Evans,0
80629,Sharkia,78,Scott Arnold,0
80630,Qena,24,Rebecca Hayden,1
80631,New Valley,77,Gary Hartman,0
80632,Port Said,78,Tammie Jones,1
80633,Kafr Al sheikh,30,Dillon Taylor,0
80634,New Valley,50,Debbie Hamilton,1
80635,Beni Suef,30,Andrew Walker,0
80636,Matrouh,58,Ricky Moore,0
80637,Suez,23,Olivia Brown,0
80638,Aswan,57,Whitney Anderson,0
80639,Qena,69,Robert Murray,1
80640,Ismailia,20,Lisa Davis DDS,0
80641,Ismailia,31,Mr. Alex Jones,0
80642,Sohag,68,Brian Thomas,0
80643,North Sinai,25,Chad Huff,1
80644,Menofia,35,David Graham,0
80645,Damietta,79,Daniel Morgan,0
80646,Giza,67,Carrie Romero,0
80647,Ismailia,56,Karl White,1
80648,Kafr Al sheikh,36,Christopher Young,0
80649,Luxor,22,Kenneth Quinn,0
80650,Gharbiya,19,Justin Hampton,1
80651,Beheira,62,Cynthia Arnold,1
80652,Sharkia,76,Jeremy Lee,1
80653,Ismailia,45,Mark Parrish,1
80654,Dakahlia,48,Stephen Weaver,1
80655,Beni Suef,40,Carrie Harrington,0
80656,Kafr Al sheikh,78,Kellie Benson,0
80657,Alexandria,62,Aaron Mathis,0
80658,Qena,34,Amanda Mccarthy,1
80659,Gharbiya,26,Steven Vargas,1
80660,Red Sea,75,Brian Phillips,1
80661,Kafr Al sheikh,80,Stephanie Johnston,1
80662,Cairo,51,Michael Gaines,0
80663,Beni Suef,64,Kelsey Green,0
80664,Red Sea,28,Melinda Dunn,1
80665,Qena,33,Daniel Rivers,0
80666,Port Said,72,Dr. Anthony Bennett DDS,1
80667,Cairo,18,Amanda Wilkerson,0
80668,Beni Suef,33,Howard Aguilar,1
80669,Assiut,71,Janet Alexander,1
80670,Aswan,26,Samantha Cisneros,0
80671,Port Said,26,Lisa Haley,0
80672,Sohag,31,Paul Harrison,1
80673,Red Sea,77,Erik Rose,1
80674,Minya,38,Jennifer Peterson,0
80675,Sharkia,39,Eugene Reed,1
80676,South Sinai,64,Shirley Thomas,0
80677,Assiut,24,Gabriella Petersen,1
80678,Gharbiya,79,Michael Blair,1
80679,Qena,57,Danielle Rogers,0
80680,Menofia,44,Linda Torres,0
80681,Damietta,71,Denise Bullock,0
80682,Luxor,27,Nicole Gilbert,1
80683,South Sinai,58,Chad Bowen,1
80684,Alexandria,59,Melissa Davis,1
80685,Cairo,37,Wanda Lopez,0
80686,Sharkia,63,Denise Rodriguez,1
80687,Dakahlia,52,Nicholas Russell,0
80688,Port Said,48,Alyssa Dodson,0
80689,Port Said,67,Vanessa Douglas,0
80690,Qena,22,Jasmine Quinn,1
80691,Assiut,56,Tina Dixon,0
80692,South Sinai,28,Thomas Peterson,1
80693,Aswan,57,Roberto Kelley,0
80694,Giza,79,Monica King,1
80695,Cairo,62,Adam Winters,0
80696,Beni Suef,67,Jay Williams,1
80697,New Valley,50,Michael Jones,0
80698,Suez,26,Joseph Alvarado,1
80699,Beheira,61,Patricia Krueger,1
80700,Sohag,51,Kristin Wilson,0
80701,New Valley,48,Rebecca Murray,1
80702,Gharbiya,39,Timothy Payne,0
80703,Beni Suef,30,William Wang,1
80704,Qena,29,Olivia Nelson,1
80705,Red Sea,68,Valerie Riley,1
80706,Qena,76,Melissa Michael,1
80707,Minya,29,Benjamin Escobar,0
80708,Ismailia,28,Amy Patterson,0
80709,Giza,62,Richard Mills,0
80710,Fayoum,63,Michelle Harris,0
80711,New Valley,26,Mr. Ryan Williams,1
80712,South Sinai,55,Amy Wu,0
80713,New Valley,53,Paula Austin,1
80714,Gharbiya,64,Robert Montgomery,1
80715,Qaliubiya,75,Lindsey Palmer,0
80716,Minya,80,Roger Myers,0
80717,Luxor,31,Charles Stout,1
80718,South Sinai,24,Tracy White,1
80719,New Valley,38,Carol Contreras,1
80720,Kafr Al sheikh,22,Kyle Buckley,1
80721,Gharbiya,22,Alan Li,0
80722,Sohag,72,Julie Woods,1
80723,Fayoum,76,Cheyenne Gonzalez,1
80724,Matrouh,29,Christopher Richardson,0
80725,Damietta,66,Cameron Stanley,1
80726,Giza,48,William Pacheco,0
80727,Suez,72,Scott Robinson,0
80728,Ismailia,48,Mr. Mark Lopez III,1
80729,Gharbiya,49,Julia Kelly,0
80730,Gharbiya,26,Christina Nunez,0
80731,Menofia,58,Victor Davis,0
80732,Qena,55,Amber Wells,0
80733,Fayoum,37,Juan Mills,1
80734,North Sinai,21,Alan French,1
80735,Giza,54,Daniel Foster,1
80736,Gharbiya,62,Robert Perkins,1
80737,South Sinai,26,Lisa Garrett,0
80738,Suez,65,Joseph Wright,0
80739,Damietta,33,Willie Kennedy,0
80740,Port Said,64,Nathan Mitchell,1
80741,Beni Suef,43,Tamara Wall,1
80742,Aswan,54,Eugene Reed,0
80743,Qena,47,Kiara Estrada,0
80744,Sohag,21,Sean Stevenson,1
80745,Gharbiya,23,Anna Jones,1
80746,Qaliubiya,48,Bernard Pennington,1
80747,Kafr Al sheikh,25,Nicholas Jacobson,0
80748,Sharkia,20,Robert Stokes,0
80749,Matrouh,30,Emily Howell,1
80750,Luxor,80,David Rodgers,0
80751,Port Said,64,Daniel Hernandez,1
80752,Damietta,26,Michael Edwards,1
80753,Matrouh,44,Rebecca Wilson,0
80754,Fayoum,34,Pamela Farrell,1
80755,Damietta,76,Holly Howard,1
80756,Suez,27,Jaime Scott,1
80757,Luxor,59,Mercedes Reynolds,1
80758,Ismailia,41,Tracy Simpson,0
80759,South Sinai,24,Paige Mckinney,1
80760,Beni Suef,56,Heather Watson,0
80761,Gharbiya,67,Melvin Alvarez,0
80762,Red Sea,69,Samantha Potts,0
80763,Qaliubiya,56,Pamela Booth,0
80764,Ismailia,29,Andrew Garcia,1
80765,Red Sea,65,Bradley James,1
80766,Kafr Al sheikh,18,Kimberly Hawkins,0
80767,Beni Suef,36,Emily Key,1
80768,Qaliubiya,24,Dr. Lance Murray,1
80769,Aswan,22,James Green,0
80770,Qaliubiya,77,Suzanne Evans,0
80771,Kafr Al sheikh,25,Ashley Mitchell,0
80772,Fayoum,68,Jacob Crawford,1
80773,Damietta,75,Jessica Khan,1
80774,Red Sea,35,Angela Lee,1
80775,Cairo,50,David Gutierrez,1
80776,Beheira,64,Rachel Mckay,0
80777,Sharkia,39,Kristy Evans,0
80778,Minya,71,Angela Rios,0
80779,Suez,71,Danielle Johnson,0
80780,Assiut,69,Derrick Jones,1
80781,Luxor,60,Richard Jackson,1
80782,Sohag,34,Jesus Whitaker III,1
80783,Dakahlia,46,Daniel Simmons,1
80784,Fayoum,72,Amanda Moore,0
80785,North Sinai,75,James Woods,0
80786,Alexandria,46,Lori Smith,0
80787,Kafr Al sheikh,50,Victoria Blankenship,0
80788,New Valley,29,Douglas Cruz,0
80789,Cairo,23,Isaac Johnson,0
80790,Aswan,69,Michael Galvan,1
80791,Fayoum,47,Christina White,0
80792,Damietta,51,Jake Anderson,0
80793,Matrouh,78,Kerry Owens,0
80794,Alexandria,20,Jason Davis,1
80795,Minya,65,Christopher Sanders,1
80796,Suez,30,Linda Walsh,0
80797,Damietta,57,Amanda Booth,1
80798,Sohag,69,Lisa Baker,1
80799,Suez,25,Brittany Arias,0
80800,Menofia,32,Victor Ross,1
80801,Ismailia,30,Thomas Ramirez,0
80802,Sohag,28,Leslie Macias,1
80803,Port Said,61,William Mcmahon,1
80804,Red Sea,76,Matthew Cole,1
80805,New Valley,76,Anthony Wright,1
80806,Matrouh,70,Richard Lewis,1
80807,Dakahlia,34,Billy Fuentes,0
80808,Qena,78,Maureen Mayer,1
80809,Sharkia,31,Lori Perry,1
80810,New Valley,56,Eric Baker,0
80811,South Sinai,34,Rodney Perez,1
80812,Aswan,77,Ryan Cook,0
80813,Giza,43,Richard Browning,1
80814,Ismailia,62,William Mccann,1
80815,Gharbiya,38,Matthew Hardy,1
80816,Minya,80,Sheryl Parker,0
80817,Sharkia,33,Shirley Peterson,1
80818,Suez,50,Jessica Ramirez,0
80819,Beni Suef,57,Barbara Gibbs,1
80820,Assiut,38,Steven Salazar,0
80821,Ismailia,51,Jason Johnson,0
80822,Suez,67,Mr. Ryan Williams,1
80823,Fayoum,48,Carlos Gross,0
80824,Ismailia,47,Michele Rojas,1
80825,Damietta,55,Kelly Cruz,1
80826,Matrouh,27,Dawn Carson,1
80827,Fayoum,20,Amy Hughes,0
80828,Giza,48,Heather Aguilar,1
80829,Fayoum,23,Mariah Stokes,1
80830,Aswan,63,Emily Erickson,0
80831,Matrouh,42,Connie Kelley,0
80832,Luxor,47,Joseph Shelton,1
80833,Kafr Al sheikh,56,Tammy Wu,1
80834,Cairo,71,Mary Jackson,0
80835,Fayoum,69,Rebecca Mckee,1
80836,Matrouh,75,Diane White,0
80837,North Sinai,28,Jimmy Lewis,1
80838,Beni Suef,68,Amy Mitchell,0
80839,Sharkia,28,Colin Kaufman,1
80840,Beheira,50,Micheal Copeland,0
80841,Sharkia,36,Andrew Moore,0
80842,Aswan,24,Timothy Townsend,1
80843,Menofia,80,Mariah Stokes,0
80844,Menofia,48,Robert Mullen,1
80845,Qaliubiya,50,Stephanie Phillips,1
80846,Assiut,59,Jacqueline Hess,1
80847,Suez,31,Janet Munoz,0
80848,Port Said,68,Vincent Smith,1
80849,Sharkia,28,Daniel Mcintyre,0
80850,Kafr Al sheikh,58,Ryan Grant,1
80851,Alexandria,46,Bradley Butler,0
80852,Aswan,21,Jill Matthews,1
80853,Assiut,63,Lee Blackwell,0
80854,Minya,32,Allen King,0
80855,Damietta,30,James Holland,1
80856,Kafr Al sheikh,31,Miranda Duncan,0
80857,Qaliubiya,77,Bernard Green,0
80858,Luxor,47,Kimberly Odom,0
80859,Sharkia,62,Barbara Morgan,0
80860,Dakahlia,46,Ashley Everett,1
80861,Qena,67,Jerry Scott,0
80862,Beheira,24,Maria Thompson,0
80863,Red Sea,26,Samuel Roberts,1
80864,Gharbiya,80,Mrs. Tracy Gonzalez,1
80865,Ismailia,65,Janet Moss,1
80866,Gharbiya,64,Sean Holland,0
80867,Aswan,33,Harry Cantrell,1
80868,Ismailia,22,Robert Davis,1
80869,New Valley,43,Michael Edwards,0
80870,Alexandria,66,Mindy Boyer,1
80871,New Valley,72,Sarah Suarez,0
80872,South Sinai,47,Eric Brewer,0
80873,Suez,59,Fernando Walker,0
80874,Luxor,36,Brenda Young,1
80875,Qaliubiya,59,Elizabeth Bass,1
80876,Matrouh,21,Tina Moore,0
80877,Suez,38,Karen Martin,0
80878,Suez,41,Scott Elliott,0
80879,Menofia,49,Frederick Harrell,0
80880,South Sinai,28,Frederick Brady,0
80881,Beni Suef,48,Patrick Cox,0
80882,Giza,73,Melissa Velasquez PhD,0
80883,Dakahlia,73,Sandra Garza,0
80884,Fayoum,26,Christopher Clark,0
80885,Damietta,62,Kathleen Jefferson,1
80886,Beheira,74,Eileen Scott,0
80887,Matrouh,51,Michelle Dunlap,1
80888,Aswan,38,Jeremy Castro,1
80889,Minya,65,Matthew Hunt,1
80890,Dakahlia,53,Lisa Hammond,0
80891,New Valley,18,Robin Adams,1
80892,Red Sea,71,Brian Williamson,1
80893,South Sinai,75,Anthony Carroll,1
80894,Beni Suef,58,Jacob Lopez,0
80895,Luxor,22,Jenna Robinson,1
80896,Giza,29,Sara Williams,1
80897,Ismailia,21,Phillip Barr,0
80898,Menofia,80,Christopher Hubbard,1
80899,Minya,27,Amy Patterson,0
80900,Suez,55,Bryan Allen,1
80901,Ismailia,59,Christopher Garcia,1
80902,Damietta,30,Diane Hunter,1
80903,Kafr Al sheikh,41,Samuel Krueger,0
80904,Ismailia,70,Stephen Romero,1
80905,Suez,33,Erin Hardy,0
80906,Port Said,66,Jennifer Dixon,1
80907,Qena,68,Pamela Cole MD,1
80908,Sharkia,56,Laura Myers,0
80909,Beheira,76,Jessica Nguyen,0
80910,Gharbiya,57,Perry Harrison,1
80911,Menofia,27,Megan Reed,1
80912,Damietta,77,Caitlin Perry,0
80913,Cairo,79,Danielle Torres,1
80914,South Sinai,28,Karen Floyd,0
80915,Gharbiya,56,Thomas Figueroa Jr.,1
80916,Dakahlia,66,Jesse Forbes,1
80917,Matrouh,57,Nicholas Blackburn PhD,1
80918,Sharkia,72,Catherine Bradley,1
80919,Fayoum,72,Jesse Forbes,1
80920,Matrouh,69,Teresa Davis,1
80921,Minya,45,Sylvia Green,1
80922,New Valley,51,Susan Anderson,1
80923,Minya,79,Henry Little,1
80924,Sohag,76,Mary Lara,0
80925,Qaliubiya,20,Jonathan Wade,1
80926,Qena,63,Dawn Carson,1
80927,Sharkia,44,Brooke Trujillo,1
80928,Beni Suef,49,Jessica Flynn,0
80929,Sharkia,19,Lisa Watson,0
80930,Beheira,59,Alexander Blankenship,0
80931,Matrouh,78,Mr. Ryan Williams,0
80932,Beni Suef,33,Alex Anderson,0
80933,South Sinai,18,Mrs. Dawn Phillips,1
80934,Beheira,40,Shannon Guzman,1
80935,Sohag,19,William Gardner,0
80936,Cairo,36,Samantha Benjamin,1
80937,North Sinai,65,Angela Steele,0
80938,Dakahlia,24,Rachel Meyer,0
80939,Minya,75,Kenneth Farley,1
80940,Suez,22,Alyssa Anderson,0
80941,Fayoum,67,Angie Green,1
80942,Minya,22,Michael Hall,0
80943,Assiut,67,John Duffy,0
80944,Port Said,32,Elizabeth Maddox DDS,0
80945,Qaliubiya,60,Elizabeth Garner,1
80946,Minya,73,Kathleen Rodriguez,1
80947,Minya,56,Julian Stephens,1
80948,Qaliubiya,40,Dennis Walters,1
80949,Sharkia,45,Kyle Wilson,0
80950,Damietta,78,Patricia Leonard,0
80951,Fayoum,75,Daniel Ray,1
80952,Aswan,66,Charles Vincent,1
80953,Port Said,70,Dennis Williams,1
80954,Beni Suef,79,Anthony Harris,0
80955,Sharkia,39,Danielle Smith,0
80956,Sharkia,66,Matthew Martin,0
80957,Qaliubiya,56,Anne Christian,0
80958,Alexandria,34,Shawn Stewart,0
80959,Dakahlia,68,Thomas Singh,1
80960,Aswan,40,Jermaine Caldwell,1
80961,Minya,74,Darlene Robertson,0
80962,Matrouh,80,Mercedes Reynolds,0
80963,Beni Suef,38,Mary Rhodes,1
80964,Beheira,37,Edward Brown,0
80965,Dakahlia,43,Joe Hickman,1
80966,Beni Suef,19,Veronica Castro,1
80967,Luxor,32,James Ortiz,0
80968,Assiut,51,Chad Martinez,1
80969,Damietta,28,Noah Sharp,1
80970,Beni Suef,48,Bridget Baldwin,0
80971,Qaliubiya,78,Patrick Sanchez,0
80972,Minya,78,Gary Hughes,0
80973,Qaliubiya,71,Todd Bush,1
80974,Cairo,48,Jessica Stephens,0
80975,Cairo,42,Cassandra Schneider,0
80976,Gharbiya,56,Fernando Norris,1
80977,Giza,77,Trevor Joseph,1
80978,Minya,50,Brenda Berg,1
80979,Gharbiya,28,Kelly Jackson,0
80980,Kafr Al sheikh,60,Julia Small,0
80981,Cairo,24,Cody Gill,1
80982,Red Sea,30,Sherry Johnson,0
80983,North Sinai,67,Connor Newman,1
80984,Matrouh,61,David Newman,1
80985,Suez,32,Amanda Smith,0
80986,Dakahlia,72,Robert Wright,1
80987,Damietta,42,Robert Welch,1
80988,South Sinai,65,Beth Johnston,1
80989,Giza,41,Noah Wilson,0
80990,Aswan,73,Richard Daugherty,0
80991,Assiut,30,Charles Ortiz,0
80992,Suez,25,Sandra Brown,1
80993,Minya,53,Jasmine Molina,1
80994,Red Sea,54,Brian Meyer,0
80995,Gharbiya,74,Robert Morris,0
80996,Red Sea,77,Sherry Cooper,1
80997,Port Said,30,Matthew Palmer,0
80998,Beheira,28,Lindsey Ortiz,0
80999,Matrouh,51,Jessica Deleon,0
81000,Qaliubiya,54,Kelly Gonzales,1
81001,South Sinai,19,Melissa Benson,1
81002,Kafr Al sheikh,72,Mr. James Cooke,1
81003,Minya,55,Brandy Hernandez,1
81004,Beni Suef,63,Tyler Jones,1
81005,North Sinai,19,Jonathan Edwards,1
81006,Dakahlia,72,Kevin Callahan,1
81007,North Sinai,36,Alison Mcgrath,1
81008,Suez,59,Andrew Keller,0
81009,Fayoum,49,John Watson,0
81010,Suez,51,Katrina Tran,0
81011,Sohag,30,Rachel Rodriguez,1
81012,Damietta,28,Amy Crawford,1
81013,New Valley,26,Nicholas Reeves,1
81014,Alexandria,55,Carolyn Gill,1
81015,Fayoum,59,Joseph Kim,1
81016,Menofia,46,Antonio Bailey,0
81017,Assiut,72,Tina Hodge,0
81018,Fayoum,75,Christopher Watkins,1
81019,Menofia,58,Phillip Barr,0
81020,Giza,45,Jessica Gamble,0
81021,Giza,77,Melanie Johnson,0
81022,Beni Suef,24,Joseph Chang,0
81023,Qena,79,Diana Meyer,0
81024,Matrouh,55,Elizabeth Collins,0
81025,Beheira,74,Benjamin Trujillo,0
81026,Ismailia,55,Sean Price,1
81027,North Sinai,60,Lindsay Jordan,1
81028,Ismailia,56,Cathy Ponce,1
81029,Suez,38,Candice Olsen,1
81030,Alexandria,55,William Baker,0
81031,New Valley,33,Jaime Maxwell,0
81032,Qena,40,Amy Golden,1
81033,Port Said,79,Mr. Jonathan Coleman PhD,0
81034,Giza,25,Billy Blackwell,0
81035,Red Sea,76,Justin Bell,1
81036,Giza,18,Patricia Doyle,1
81037,Sharkia,24,Shelly Bullock,1
81038,Beheira,60,Scott Hurley,0
81039,Port Said,60,Emily Wall,0
81040,Matrouh,77,Joshua York,1
81041,Sharkia,25,Veronica Garrett MD,0
81042,Sharkia,38,Kenneth Fuller,1
81043,Damietta,48,Bernard Harvey,0
81044,Sharkia,51,Stephen Smith,0
81045,Luxor,59,Spencer Schneider,0
81046,Kafr Al sheikh,44,Dana Neal,1
81047,Minya,71,Victor Davis,0
81048,Alexandria,42,Stephanie Chavez,0
81049,Qaliubiya,28,Carolyn Ingram,0
81050,Kafr Al sheikh,20,Allison Heath,0
81051,Gharbiya,44,Austin Jacobs,0
81052,Beni Suef,40,Bethany Woods,0
81053,Dakahlia,41,Danielle Smith,1
81054,Minya,32,Donna Williams,0
81055,South Sinai,27,Allen Farmer,0
81056,Alexandria,76,Aaron Medina,1
81057,Sohag,41,Edwin Walker,0
81058,Damietta,45,Molly James,1
81059,Ismailia,43,Christina Sullivan MD,1
81060,Port Said,48,Jessica Nguyen,0
81061,Suez,71,Cody Evans,0
81062,Matrouh,19,Jeff Hendricks,0
81063,Matrouh,70,Kathryn Dalton,0
81064,Qena,80,Jeff Holmes,0
81065,Port Said,75,Stephanie Jensen,1
81066,Giza,75,Andrew Hoover,1
81067,Sharkia,68,Elizabeth Bradshaw,1
81068,Ismailia,62,Aaron Yoder,1
81069,Beni Suef,37,Dr. Diana Ortiz,1
81070,Cairo,47,Thomas Wright,0
81071,Aswan,49,Ashley Johnson PhD,0
81072,Beni Suef,41,Sarah Jimenez,1
81073,Red Sea,71,Brenda Young,0
81074,Port Said,61,Natasha Andrews,1
81075,Alexandria,73,Teresa Gates,0
81076,Ismailia,21,David Diaz,0
81077,Sohag,49,Jordan Underwood,0
81078,Red Sea,61,Bruce Roberts,0
81079,New Valley,61,Donna Meza,0
81080,Red Sea,79,Michael Ross,0
81081,Ismailia,56,Sandra Jenkins,1
81082,Port Said,63,Tracy Gilmore,0
81083,Port Said,62,Catherine Ortiz,1
81084,Beheira,70,Pamela Harrison,0
81085,Kafr Al sheikh,57,Katherine Boyer,0
81086,Damietta,44,Christine Wright,1
81087,Fayoum,76,Elizabeth Kaiser,0
81088,North Sinai,72,Patricia Gray,0
81089,Sharkia,47,Morgan Anderson,1
81090,South Sinai,50,Matthew Stevens,1
81091,Damietta,71,Andre Brooks,1
81092,Matrouh,31,Max Clark,1
81093,Assiut,69,Samantha Potts,0
81094,Ismailia,33,Thomas Smith MD,0
81095,Damietta,48,Jay Williams,1
81096,Assiut,57,Rebecca Munoz,0
81097,Menofia,30,Kristen Gross,1
81098,Ismailia,61,Lydia Walter,0
81099,Minya,51,Brian Peters,0
81100,Qena,63,Jacob Huerta,0
81101,Port Said,31,Ricardo Dominguez,1
81102,Sharkia,40,Roy Wilkins,1
81103,Gharbiya,27,Jeremy Benson,1
81104,South Sinai,49,James Lang,1
81105,Aswan,58,Amanda Jones,1
81106,Aswan,53,Krystal Stanley,1
81107,Sharkia,35,Caitlin Frank,1
81108,Ismailia,70,Kyle Thomas,1
81109,Dakahlia,52,Dennis Smith,1
81110,Suez,53,Sean Roberts,1
81111,Qaliubiya,26,Tracy Morales,1
81112,Ismailia,56,Alexa Dodson,0
81113,Fayoum,39,Brenda Williams,1
81114,Kafr Al sheikh,33,Jason Blair,0
81115,Damietta,55,Ms. Elizabeth Porter,1
81116,Beheira,35,Richard Beck,0
81117,Luxor,46,Brandon Pratt,0
81118,Sharkia,18,Lisa Watson,1
81119,Ismailia,34,Robert Davis,1
81120,New Valley,24,Christina Hunter,1
81121,Menofia,25,Robin Wagner,0
81122,Cairo,50,Rebecca Munoz,0
81123,Dakahlia,31,Michael Rodriguez,0
81124,Dakahlia,29,Andrew Powers,0
81125,Beheira,54,Eric Holden,1
81126,Qaliubiya,63,Linda Gonzalez,1
81127,Ismailia,73,Lauren Ward,0
81128,South Sinai,80,Mark Burnett,1
81129,Port Said,70,Frank Miller,0
81130,Port Said,53,Amy Evans,1
81131,Gharbiya,20,Jodi Khan,1
81132,Qaliubiya,54,Kevin Henderson,1
81133,Giza,79,Kyle Proctor,1
81134,South Sinai,72,Jennifer Ferguson,0
81135,Luxor,18,Shawn Melton,1
81136,Ismailia,42,Randall Scott,1
81137,Kafr Al sheikh,18,Kayla Wells,1
81138,Minya,46,Angel Martinez,1
81139,North Sinai,57,Emily Gibson,1
81140,Qaliubiya,49,Kristin Robles,0
81141,Dakahlia,38,Chris Cohen,1
81142,Damietta,77,Patricia Cook,0
81143,Ismailia,75,Phillip Scott,1
81144,Red Sea,77,David Barrett,0
81145,New Valley,20,Shannon Williams,0
81146,Damietta,69,Cynthia Nguyen,1
81147,Damietta,48,Joseph Carter,1
81148,Gharbiya,55,Steven Medina,1
81149,Luxor,47,Stephen Dickerson,1
81150,Kafr Al sheikh,65,Teresa Lester,0
81151,Beni Suef,23,Laura Velasquez,1
81152,Qena,36,Ryan Miller,1
81153,Sharkia,42,Johnathan Bean,1
81154,Damietta,61,Jennifer Reynolds,1
81155,Fayoum,46,Tammy Mitchell,1
81156,Kafr Al sheikh,52,Amber Lopez,0
81157,Qaliubiya,39,Christina Sullivan MD,0
81158,Beni Suef,21,Jeffrey Park,0
81159,New Valley,35,Jacqueline Reeves,0
81160,Red Sea,79,Patricia Rodriguez,1
81161,Suez,60,Jennifer Williams,0
81162,Port Said,20,Julia Howell,0
81163,Kafr Al sheikh,23,Gina Myers,0
81164,South Sinai,78,Rhonda Cooper,1
81165,Menofia,34,David Owens,0
81166,Gharbiya,55,Jessica Gamble,1
81167,Sharkia,80,Melissa Campbell,0
81168,Sharkia,43,Raymond Johnson,1
81169,Dakahlia,48,Krista Johnson,1
81170,Matrouh,32,Mr. Christopher Simon,1
81171,Gharbiya,44,Traci Taylor,0
81172,Fayoum,39,Vincent Lee,1
