ID,governorate,age,name,gender
97917,Aswan,65,Andrea Campbell MD,1
97918,Sohag,41,Stephanie Vargas,1
97919,Aswan,50,Eric Gregory,0
97920,Assiut,63,Danny King,0
97921,Dakahlia,68,Kelsey Moody,0
97922,Luxor,60,Angela Mitchell,1
97923,Qena,67,Brenda Montgomery,1
97924,South Sinai,56,Joseph Stevenson,0
97925,Qena,47,Michael Morales,0
97926,Beheira,55,Alejandro Griffith,0
97927,New Valley,64,Benjamin Hogan,0
97928,Assiut,44,Marc Miller,1
97929,Suez,54,Daniel Ferguson,0
97930,New Valley,36,Jason Foley,1
97931,Beheira,60,Joann Mcconnell,1
97932,Sharkia,68,Karen Meyer,0
97933,Matrouh,73,Joseph Bennett,0
97934,Kafr Al sheikh,67,Stephanie Palmer,0
97935,Beheira,38,Ronald Valenzuela,1
97936,Sharkia,59,Henry Bowman,0
97937,Gharbiya,73,Justin Parks,0
97938,New Valley,52,Rebecca Burton,0
97939,Cairo,31,Charles Gillespie,1
97940,New Valley,77,Gregory Fuller,0
97941,Beni Suef,76,Mrs. Haley Green,0
97942,Giza,52,Amanda Ruiz,0
97943,Alexandria,37,John Rios,0
97944,Ismailia,31,Emily Ford,1
97945,Beheira,69,Carolyn Dalton,0
97946,Luxor,62,Cindy Morgan DDS,0
97947,Assiut,21,Joshua Evans,0
97948,Sharkia,75,Bethany Conrad,0
97949,Port Said,27,Cory Anderson,0
97950,Minya,52,Randy Lewis,0
97951,Qaliubiya,71,Travis Snyder,0
97952,Ismailia,73,Mr. Shane Figueroa,0
97953,Gharbiya,40,John Hines,1
97954,Gharbiya,68,Breanna Vang,0
97955,Menofia,55,Sarah Coleman,0
97956,Ismailia,39,Kevin Jones,1
97957,Damietta,27,Danielle Allen,0
97958,Matrouh,46,Monica Gonzalez,1
97959,Sharkia,22,Pamela Cline,1
97960,Suez,37,Dominique Short,1
97961,Sohag,31,Monique Perez,0
97962,Dakahlia,71,Mr. Christopher Simon,0
97963,Gharbiya,47,Todd Reynolds,0
97964,Menofia,30,Elizabeth Rhodes,1
97965,Qaliubiya,56,Joshua Sutton,0
97966,Giza,27,Mary Wilson,0
97967,Matrouh,19,Regina Bennett,0
97968,Alexandria,64,Mary Pierce,0
97969,Qena,24,Angela Vazquez,0
97970,Damietta,37,Megan Krueger,1
97971,Alexandria,52,Monique Perez,1
97972,Beheira,46,Larry Sampson,1
97973,Luxor,40,Brandi Allen,0
97974,New Valley,64,Erica Johnson,1
97975,Beheira,68,Monica Scott,0
97976,Kafr Al sheikh,37,Thomas Daniels,0
97977,Alexandria,61,Charles Taylor,0
97978,Red Sea,19,Ryan Williamson,0
97979,South Sinai,65,Erica Ferguson,1
97980,Red Sea,41,Linda Miller,1
97981,Aswan,58,Matthew Franklin,1
97982,Suez,44,Jessica Mueller,1
97983,Beheira,71,Robert Garcia,0
97984,Aswan,66,Sherry Brown,0
97985,Matrouh,52,Rhonda Jones,1
97986,Giza,29,Mr. Nicholas Torres,1
97987,Red Sea,55,Michele Simmons,0
97988,Qaliubiya,31,Amber Cruz,1
97989,Giza,49,Briana Burke,1
97990,Alexandria,54,Mrs. Michelle Obrien,1
97991,Giza,49,Roger Myers,0
97992,New Valley,50,Amy Potter,1
97993,Minya,35,Kristen Martin,1
97994,Red Sea,37,Marissa Page,1
97995,North Sinai,61,Melanie Green,1
97996,Menofia,33,Christopher Scott,0
97997,Alexandria,51,Jordan Chavez,0
97998,Aswan,76,Aaron Lane,1
97999,New Valley,57,Justin Hopkins,1
98000,South Sinai,60,Drew Perry,1
98001,Menofia,53,Anthony Brooks,0
98002,Ismailia,55,Melissa Smith,0
98003,Qena,75,Lisa Jimenez,1
98004,Sharkia,26,Sandy White,0
98005,Sharkia,42,Amber Flores,0
98006,Damietta,41,Kevin Green,1
98007,Sohag,61,Robert Whitehead,1
98008,Menofia,70,Trevor Schaefer,1
98009,Fayoum,44,Melissa Herman,0
98010,Port Said,61,Kelsey Green,1
98011,Qena,66,George Sims,0
98012,Suez,58,Autumn Simmons,0
98013,Menofia,72,Brandon Davis,0
98014,Beni Suef,42,Steven Lawrence,1
98015,Ismailia,60,Jonathan Rivera,0
98016,Suez,40,Melinda Haynes,0
98017,Fayoum,55,Samantha Wilson,0
98018,Alexandria,26,Jacqueline Nelson,0
98019,Cairo,78,John Duffy,1
98020,Beheira,22,Donald Lynch,1
98021,Dakahlia,24,Tammy Coleman,0
98022,Qena,27,Patrick Thomas,0
98023,Ismailia,34,James Melendez,0
98024,Sohag,21,Julia Valencia,1
98025,Minya,40,Jasmine Reynolds,0
98026,Menofia,53,Felicia Rogers,0
98027,Ismailia,41,James Horn,0
98028,Matrouh,29,Tonya Jackson,0
98029,Sohag,48,Whitney Ward,0
98030,Cairo,32,Julie Brooks,1
98031,Alexandria,44,Christopher Mendoza,1
98032,Giza,44,Charles Nixon,1
98033,Sohag,25,Tammy Adams,0
98034,Matrouh,27,Pam Williams,1
98035,Qena,56,Blake Cooley,1
98036,Matrouh,35,Sheila Guzman,0
98037,Cairo,35,Tiffany Frazier,1
98038,Beni Suef,26,Russell Heath,1
98039,Beni Suef,48,Eric Dawson,0
98040,Sharkia,57,Taylor Griffin,1
98041,Qena,56,William Ford,0
98042,Sohag,63,Nathan Briggs,0
98043,Cairo,35,Anthony Yang,1
98044,Sohag,76,Joseph Perez,1
98045,Sohag,36,Kristen Williams,0
98046,Sohag,19,Robert Porter,0
98047,Damietta,23,Douglas Reed,0
98048,New Valley,48,Theresa Parker,0
98049,Qena,65,James Boyer,1
98050,Luxor,69,Amanda Taylor,1
98051,Kafr Al sheikh,36,Paul Hamilton,1
98052,Minya,58,Mary Baldwin,1
98053,Beheira,61,Emily Morgan,1
98054,Dakahlia,47,Bryan Anderson,1
98055,Menofia,26,Meghan Walker,0
98056,Damietta,61,Michael Reed,1
98057,Sohag,69,John Gomez,0
98058,New Valley,28,Elizabeth Villa,0
98059,Beni Suef,42,Tom Brown,1
98060,Qena,44,Amy Burns,0
98061,Fayoum,34,Michele Davis,1
98062,Red Sea,35,Summer Watson,0
98063,Kafr Al sheikh,50,Briana Mitchell,0
98064,South Sinai,28,Raymond Kirk,1
98065,Assiut,36,David Dawson,1
98066,Red Sea,46,Chelsea Reyes,0
98067,Giza,53,Kelly Todd,1
98068,Kafr Al sheikh,58,Phillip Chen,0
98069,Minya,71,Justin Montgomery,0
98070,Minya,31,Melissa Williams,1
98071,Beheira,74,Mary Long,1
98072,Minya,37,April Baird,0
98073,Menofia,65,Valerie Zimmerman,1
98074,South Sinai,60,Matthew Hill,1
98075,Port Said,40,Misty Hall,1
98076,Cairo,27,David Reid,1
98077,Aswan,69,Yolanda Holloway,1
98078,Cairo,67,Mrs. Yesenia Cox,0
98079,Ismailia,52,Stephen Crawford,1
98080,Qaliubiya,49,Kaitlyn Russell,0
98081,Minya,49,Kenneth Webb,0
98082,Luxor,21,Sherri Mullins,1
98083,Menofia,56,Derek Thomas,1
98084,Menofia,55,Nicole Blake,1
98085,Fayoum,77,Michael Swanson,0
98086,North Sinai,72,Ebony Smith,0
98087,Menofia,48,Sarah Guzman,1
98088,Damietta,27,Allison Zavala,1
98089,Qena,60,Mr. Johnathan Warren,0
98090,Dakahlia,43,Larry Hicks,1
98091,Damietta,77,Mary Galloway,0
98092,Aswan,74,Hannah Turner,1
98093,New Valley,79,Dawn Perry,0
98094,Beni Suef,66,Rhonda Johnson,1
98095,Aswan,39,Justin Hinton,1
98096,Red Sea,67,Jeffrey Chan,0
98097,Assiut,67,Emily Martinez,1
98098,Luxor,48,Nicholas Herring,1
98099,Beheira,50,Jeremy Marsh,0
98100,Red Sea,34,Dr. Ashley Allen,0
98101,Qaliubiya,77,Christine Gonzalez,0
98102,Qena,76,Jeffrey Nunez,0
98103,Beni Suef,80,Rebecca Richmond,0
98104,Matrouh,71,James Ray,0
98105,Cairo,73,John Freeman,0
98106,Kafr Al sheikh,62,Larry Mccall,0
98107,Kafr Al sheikh,65,Molly James,1
98108,Cairo,34,Kimberly Kelly,1
98109,Cairo,43,Allen Weber,0
98110,Menofia,37,David Romero,0
98111,Sohag,80,Kenneth Marshall,1
98112,Gharbiya,32,Briana Todd,1
98113,Matrouh,77,Emily Thomas,0
98114,Port Said,50,Teresa Jones,0
98115,Luxor,31,Stacey Cohen,0
98116,Sohag,67,Pamela Olson,0
98117,Qena,44,John Peters,0
98118,Beni Suef,68,Christopher Leon,0
98119,Fayoum,37,Brandi Hunter,1
98120,Gharbiya,18,Jeffery Vaughn,0
98121,New Valley,51,Alexander George,1
98122,Gharbiya,21,Kimberly Hawkins,0
98123,Beni Suef,35,Jeffrey Martinez,0
98124,Damietta,80,Bryan Jones,0
98125,Minya,72,Holly Edwards,1
98126,Sharkia,68,Sarah Crane,1
98127,Sohag,74,Michelle Hill,1
98128,Qaliubiya,64,Nicole Dixon,0
98129,South Sinai,42,Jade Hutchinson,0
98130,Kafr Al sheikh,60,Jeffrey Bird,1
98131,Gharbiya,61,Curtis Simmons,1
98132,Suez,19,Jason Scott,0
98133,Damietta,72,Joyce Jordan,0
98134,Cairo,47,Bradley Shelton,1
98135,North Sinai,76,Jordan Wolf,0
98136,Qaliubiya,53,Joyce Miller,1
98137,Aswan,57,Janice Sharp,1
98138,Beni Suef,43,Jeff Travis,0
98139,Fayoum,18,Amy Garcia,0
98140,Alexandria,56,Kyle Moore,0
98141,Damietta,24,Matthew Ray,0
98142,Dakahlia,19,Jennifer Ferguson,0
98143,Giza,76,Lisa Jarvis,0
98144,Red Sea,30,Melissa Mcgrath,0
98145,Sharkia,23,Jeremy Benson,1
98146,Minya,54,Shannon Banks,0
98147,Assiut,73,Thomas Adams MD,1
98148,Dakahlia,26,Ryan Hill,0
98149,Red Sea,39,Jonathan Spencer,0
98150,South Sinai,31,Carol Allen,0
98151,Port Said,38,Matthew Burton,0
98152,Luxor,33,Dr. Robert Curtis,0
98153,Minya,23,Sandra Cooper,0
98154,Cairo,77,Jessica Page,0
98155,South Sinai,31,Kenneth Franklin,0
98156,Giza,19,Kevin Peterson,1
98157,Dakahlia,59,Diane Kemp,0
98158,Red Sea,34,Alexander Gross,0
98159,Dakahlia,21,Noah Sharp,1
98160,Minya,33,Emily Stevenson,1
98161,Gharbiya,41,Tyler Graves,0
98162,Giza,54,Autumn Tucker,1
98163,Aswan,62,Kathryn Reyes,0
98164,Qaliubiya,67,Amanda Lawrence,1
98165,Beheira,79,Robert Porter,1
98166,New Valley,55,Elizabeth Murray,0
98167,Alexandria,45,Angel Evans,1
98168,Alexandria,21,Spencer Werner,1
98169,Sharkia,71,Adam Chambers,0
98170,Cairo,78,Pamela Brown,1
98171,Gharbiya,59,Natasha Gordon,1
98172,Cairo,47,William Abbott,1
98173,New Valley,20,James Eaton,1
98174,Alexandria,54,Mrs. Kimberly Thornton DDS,1
98175,Aswan,50,Janet Collins,1
98176,Menofia,41,Angela Randolph,1
98177,Cairo,31,Justin Robles,1
98178,Cairo,37,Mike Gaines,1
98179,Fayoum,23,Linda White,1
98180,Port Said,54,Bailey Swanson,0
98181,Menofia,28,Michelle Patel,0
98182,Sharkia,71,Dave Mcconnell,1
98183,Gharbiya,39,Jaime Carter,0
98184,North Sinai,23,Howard Aguilar,0
98185,Giza,79,Joseph Wright,0
98186,North Sinai,43,Carol Contreras,1
98187,Sohag,72,Michael Pittman,0
98188,Giza,74,April Reeves,1
98189,Qena,54,Kyle Combs,0
98190,Aswan,70,Tina Brown,1
98191,Dakahlia,44,Noah Chang,0
98192,Matrouh,37,Haley Campbell,0
98193,South Sinai,25,Matthew Burch,1
98194,Luxor,71,Christopher Mitchell,0
98195,Menofia,51,Tyler Holloway,0
98196,Kafr Al sheikh,67,Brenda Johnson,1
98197,Kafr Al sheikh,31,Jordan Wilson,0
98198,Port Said,75,Matthew Smith,0
98199,North Sinai,41,Desiree Anderson,0
98200,Qaliubiya,74,Bobby Reynolds,1
98201,Cairo,42,Christina Carter,0
98202,Cairo,51,Phillip Hancock,1
98203,Qaliubiya,25,Michael Mckay,0
98204,North Sinai,40,Teresa Fisher,1
98205,Suez,51,Curtis Johnson,1
98206,Suez,72,Wanda Lopez,0
98207,Damietta,49,Elizabeth Weaver,1
98208,Sohag,59,Amanda Ball,0
98209,Assiut,56,Timothy Vasquez,1
98210,Aswan,47,Breanna Williams,0
98211,Menofia,72,Craig Gamble,0
98212,South Sinai,56,Amber Kidd,1
98213,Cairo,38,Travis Jones,0
98214,Qaliubiya,24,Catherine Hogan,1
98215,Assiut,51,Jessica Moreno,0
98216,Menofia,74,Amber Howard,1
98217,Matrouh,29,Dominique Meza,0
98218,Sohag,80,Victor Orr,0
98219,Aswan,63,Kristin Rivera,1
98220,Suez,74,Jeremy Casey,0
98221,Aswan,41,Kenneth Reese,0
98222,Damietta,48,Daniel Brown,0
98223,New Valley,43,Lisa Stewart,1
98224,Sohag,34,Kevin Evans,1
98225,Minya,55,Justin Cox,1
98226,Menofia,37,Nicole Oneal,1
98227,Suez,25,Brenda Thompson,0
98228,Matrouh,66,Stephanie Thomas,0
98229,Gharbiya,51,Victoria Smith,1
98230,North Sinai,72,Kathleen Williams,0
98231,Matrouh,60,Erin Hernandez,1
98232,South Sinai,71,Erica Jenkins,1
98233,Fayoum,40,Phillip Thompson,0
98234,Menofia,35,Lisa Ray,0
98235,Damietta,21,Wendy Cole,0
98236,North Sinai,74,Annette Villa,1
98237,Matrouh,51,Veronica Garrett MD,1
98238,Beni Suef,49,Stephanie Jimenez,0
98239,New Valley,29,Marcia Castillo,1
98240,Suez,52,Jaime Scott,0
98241,New Valley,63,Darlene Robertson,1
98242,Qaliubiya,65,Christopher Leon,0
98243,Damietta,79,Brittany Huff,0
98244,Minya,48,Felicia Smith,1
98245,Damietta,58,Christian Johnson,1
98246,New Valley,33,Anita Simpson,0
98247,Cairo,75,William Allen,1
98248,North Sinai,70,Kyle Miller,0
98249,Alexandria,61,Christina Craig,1
98250,Beheira,37,Jennifer Harper,1
98251,Sohag,61,Brittany Williams,1
98252,Alexandria,65,Ryan Hayes,0
98253,Menofia,80,Andre Martin,0
98254,Sohag,27,Mark Carter,0
98255,Suez,53,Sharon Ortiz,0
98256,Beni Suef,39,Daniel Simmons,1
98257,Kafr Al sheikh,27,Allison Zavala,0
98258,Sohag,63,Brittany Buchanan,0
98259,North Sinai,34,Linda Stevens,0
98260,Suez,20,Curtis Barnes,1
98261,Assiut,62,Kathleen Cameron,0
98262,Aswan,61,Angela Frey,1
98263,Qena,34,Michelle Smith,0
98264,Minya,52,Jessica Flowers,0
98265,Port Said,51,Christopher Hicks,1
98266,Minya,25,Jason Daniels,0
98267,Assiut,67,Anthony Moore,0
98268,Cairo,22,Brittany Williams,0
98269,Kafr Al sheikh,69,Donna Ward,1
98270,Beni Suef,53,Glenn Lopez,1
98271,Qena,40,Deanna Knight,0
98272,Sohag,55,Jason Smith,0
98273,Sohag,61,Philip Richmond,0
98274,Suez,23,Andrew Ellis,1
98275,Dakahlia,42,Kristen Mcdonald,1
98276,Beheira,42,Calvin Lee MD,1
98277,Damietta,31,Blake Cohen,0
98278,Qena,42,Michael Willis,1
98279,Luxor,71,Kristina Weaver,1
98280,Aswan,42,Colleen Garcia,0
98281,Aswan,69,Carrie Harrington,1
98282,New Valley,46,Donald Johnson,1
98283,Minya,71,Christine Lewis,1
98284,Red Sea,70,Adam Chandler,0
98285,Damietta,44,Oscar Wheeler,0
98286,Matrouh,79,Kevin Caldwell,0
98287,Dakahlia,58,Stephanie Aguilar,0
98288,Qena,55,Paul Simmons,0
98289,Sharkia,65,Corey Barber,0
98290,Beni Suef,43,Nicole Wilkins,1
98291,Damietta,39,Jennifer Garcia,0
98292,Menofia,29,Daisy Zuniga,0
98293,Damietta,28,Nathaniel Allen,1
98294,Minya,38,Michael Reyes,1
98295,Dakahlia,71,Carla Williams,1
98296,Suez,20,Nicole Woods,0
98297,North Sinai,39,Michael Jenkins,1
98298,Giza,37,Patricia Powell,0
98299,Beheira,73,Jason Sullivan,1
98300,South Sinai,72,Brian Shields,0
98301,Gharbiya,24,David Townsend,0
98302,Gharbiya,54,Audrey Vega,1
98303,Beheira,43,Carolyn Lewis,1
98304,Port Said,21,Jessica Galloway,1
98305,Dakahlia,49,Dennis Shaffer,1
98306,Red Sea,31,Rickey Harrell,1
98307,Sharkia,77,Nancy Murphy,1
98308,South Sinai,26,Elizabeth Gilmore,0
98309,Cairo,47,William Garcia,0
98310,Damietta,40,Barbara Smith,0
98311,Qena,21,Megan Taylor,1
98312,Port Said,31,Jesus Manning,1
98313,Matrouh,70,Kayla Hahn,1
98314,Ismailia,48,Heather Johnson,1
98315,Gharbiya,50,Steven Torres,1
98316,Ismailia,65,Ronald Simon,1
98317,Damietta,35,Matthew Valdez,0
98318,Luxor,59,Teresa Mcdowell,1
98319,Assiut,39,Chase Nguyen,1
98320,Fayoum,47,Gwendolyn Porter,0
98321,Cairo,30,Victor Hogan,1
98322,Beni Suef,78,Robert Patel,1
98323,Gharbiya,77,Kathryn Reyes,0
98324,Qena,36,Jorge Green,1
98325,Alexandria,61,Samantha Allen,1
98326,South Sinai,43,Kelsey Green,1
98327,North Sinai,79,Brenda Williams,1
98328,Red Sea,46,David Sullivan,1
98329,Red Sea,76,Mrs. Christine Mccormick DDS,0
98330,South Sinai,29,Eric Cannon,0
98331,Beni Suef,20,Robert Mckinney,1
98332,Luxor,75,Jamie Vasquez,0
98333,Dakahlia,31,Deborah Gray,1
98334,Alexandria,23,Jeffery Quinn,1
98335,Alexandria,67,Pamela King,1
98336,Cairo,37,Sean Sanchez,0
98337,Fayoum,34,Johnny Jacobson,1
98338,Port Said,29,Courtney Miller,0
98339,New Valley,56,Ethan Avila,0
98340,Minya,19,Scott Robinson,0
98341,Qaliubiya,24,Henry Watson,0
98342,Fayoum,62,David Parker,1
98343,New Valley,62,Christina Hammond,0
98344,Cairo,65,Michael Hardin,0
98345,Dakahlia,63,Rachel Reynolds,0
98346,Sharkia,72,Garrett Hernandez,0
98347,Beheira,18,Caroline Fitzgerald,0
98348,Beheira,24,Janet Moss,0
98349,Suez,53,Mr. Terry Smith DVM,1
98350,Beni Suef,52,Paul Forbes,1
98351,Luxor,39,Denise Fox,1
98352,Alexandria,61,Adam Campbell,1
98353,Sohag,50,Cassie Atkinson,0
98354,Gharbiya,71,Tracey West,0
98355,Alexandria,63,Gene Cochran,1
98356,Suez,78,Karen Woods,0
98357,Matrouh,60,Vanessa Smith,0
98358,Fayoum,47,John Mckinney,1
98359,Fayoum,57,Laura Reeves,1
98360,Luxor,42,Jared Guerra,0
98361,Alexandria,52,Christine Baker DVM,1
98362,Qaliubiya,64,Kimberly Potter,1
98363,Red Sea,60,Shelby Lopez,0
98364,Port Said,21,Teresa Woods,1
98365,Port Said,40,Paul Griffin,0
98366,Port Said,36,Debra Jones,1
98367,Fayoum,66,Allen Flores,1
98368,Matrouh,73,Kelly Sanders DDS,0
98369,Kafr Al sheikh,62,Martha Turner,1
98370,New Valley,38,Sarah White,1
98371,Ismailia,43,Karen Santiago,0
98372,New Valley,78,Robin Diaz,0
98373,Qaliubiya,54,Jeffery Hubbard,0
98374,Beheira,32,Robin Kaiser,0
98375,Beheira,43,Grant Hernandez,1
98376,Ismailia,66,Dustin Wood,0
98377,Minya,37,Gregory Williams,0
98378,Alexandria,20,Russell Peterson,0
98379,Minya,79,Adam Levine,0
98380,Kafr Al sheikh,20,Cheryl Leonard,1
98381,Matrouh,43,Mrs. Cheryl Long MD,1
98382,Cairo,20,Timothy Casey,0
98383,Dakahlia,23,Elizabeth Gilmore,0
98384,Beni Suef,31,Eric Nelson,0
98385,Matrouh,37,Paul Johnston,1
98386,Ismailia,38,Stacy Torres,1
98387,Fayoum,63,Lisa Durham,1
98388,Gharbiya,18,Anita Chavez,0
98389,Damietta,68,Stephanie Aguilar,0
98390,Menofia,58,Manuel Jones,1
98391,Dakahlia,24,Michelle Arnold,0
98392,Suez,46,Mark Cooke,1
98393,Damietta,51,Mariah Adams,1
98394,Giza,31,Bryan Davis,0
98395,New Valley,24,Elizabeth Collins,1
98396,Port Said,21,Brandy Mejia,1
98397,New Valley,53,Karen Rogers,1
98398,Dakahlia,69,Frank Richards,0
98399,Red Sea,57,Joshua Harrison,0
98400,Kafr Al sheikh,45,Douglas Howard,0
98401,North Sinai,28,Todd Stafford,1
98402,Qaliubiya,57,Christopher Long,1
98403,Giza,54,Lori Mcgee,1
98404,Matrouh,73,Diana Patterson,0
98405,Damietta,51,Tabitha Torres,1
98406,Qaliubiya,59,Sharon Wilson,1
98407,Qena,61,Erin Wilson,1
98408,Kafr Al sheikh,49,Patrick Reed,0
98409,Matrouh,42,Brianna Herman,1
98410,Sharkia,62,Curtis Brooks,0
98411,Luxor,36,Kayla Choi,0
98412,Cairo,49,Jennifer Taylor,0
98413,Assiut,69,Albert Brown,0
98414,Minya,33,Jeffrey Torres,0
98415,Kafr Al sheikh,35,Kristina Owens,0
98416,North Sinai,74,Justin Cochran,1
98417,Sohag,28,Mary Lee,0
98418,Cairo,23,Rebecca Spencer,0
98419,Matrouh,41,Vincent Stout,0
98420,Sharkia,20,Henry Patton,0
98421,Dakahlia,65,Jason Mora,1
98422,Red Sea,60,Susan Harris,0
98423,Red Sea,39,Christie Garcia,1
98424,Alexandria,22,Pamela Martin,1
98425,Assiut,58,Thomas Ray,1
98426,Red Sea,25,Spencer Edwards,1
98427,Matrouh,33,Pamela Cline,0
98428,New Valley,47,Joshua Parker,1
98429,Alexandria,53,Connie Hopkins,1
98430,South Sinai,70,James Tate,1
98431,Luxor,20,Amy Garcia,0
98432,Fayoum,18,Nicole Butler,0
98433,Dakahlia,74,Christina Forbes,0
98434,Matrouh,56,Patricia Scott,1
98435,New Valley,46,Patricia Salas,1
98436,South Sinai,32,Jessica Ramirez,1
98437,Luxor,33,Kathleen Moreno,1
98438,Dakahlia,73,Sara Thompson,1
98439,Qena,59,Robin Sullivan,0
98440,Sharkia,36,Benjamin Dominguez,0
98441,Minya,61,Cassandra Gregory,0
98442,Red Sea,47,Stephanie Compton,1
98443,Aswan,80,Catherine Levine,0
98444,Giza,51,Miguel Campbell,1
98445,Alexandria,64,Keith Ross,0
98446,Assiut,42,Rebecca Mckee,0
98447,Fayoum,72,Jamie Lester,0
98448,Ismailia,56,Michael Morris,1
98449,New Valley,64,Becky Hughes,0
98450,Minya,52,Brian Chandler,1
98451,Suez,18,Thomas Banks,0
98452,Ismailia,30,Susan Collins,1
98453,Beni Suef,41,Nicholas Warren,0
98454,Minya,69,Jay Martin,1
98455,Dakahlia,31,Alexis Mckenzie,0
98456,Beni Suef,58,Karen Alexander,1
98457,Sharkia,55,Melissa Michael,1
98458,Cairo,54,Kendra Summers,1
98459,Port Said,71,Jeffrey Phelps,0
98460,Suez,27,Mrs. Rebecca Ball DDS,0
98461,Luxor,79,Brenda Strickland,1
98462,Ismailia,39,Rebecca Little,1
98463,Giza,31,Nancy Washington,1
98464,Aswan,72,David Stephens,1
98465,New Valley,46,Aaron Gates,1
98466,Beni Suef,36,Daisy Atkins,1
98467,Port Said,57,Adam Campbell,1
98468,Giza,67,Chad Newman,1
98469,Dakahlia,53,Erin Thompson,0
98470,Fayoum,47,Michael Olson,0
98471,Red Sea,41,Lori Jones,1
98472,Port Said,70,Micheal Moreno,1
98473,Damietta,47,Jose Boyd,0
98474,Port Said,62,Pamela Mcgee,1
98475,Damietta,19,Michael Johnson,1
98476,Gharbiya,57,Daniel Perez,1
98477,Giza,24,Robert Archer DVM,0
98478,Qaliubiya,47,Kiara Estrada,1
98479,Damietta,65,Dr. Brenda Smith DDS,0
98480,Gharbiya,42,Robert Barker,0
98481,Cairo,18,Donald Jenkins,0
98482,Minya,67,Robert Bird,1
98483,Qaliubiya,53,Cameron Stanley,1
98484,Beni Suef,35,Kevin Hall,0
98485,Minya,35,Isabel Duran,1
98486,South Sinai,67,Ricky Moore,0
98487,Suez,37,Timothy Mcdonald,0
98488,Sohag,18,William Hernandez,1
98489,Sohag,19,William Oconnor,0
98490,Giza,76,Alex Johnson,1
98491,Ismailia,78,Mitchell Williams,0
98492,Sharkia,39,Paula Davis,0
98493,Qaliubiya,55,Dr. Melinda Terry,0
98494,Cairo,65,Nathaniel Gentry,1
98495,Beni Suef,18,Marco Sexton,1
98496,Red Sea,21,Yesenia Lopez,0
98497,Qaliubiya,50,Joseph Jones,1
98498,Assiut,24,Calvin Turner,1
98499,South Sinai,77,Kristin Lynch,0
98500,Damietta,66,Tracy Medina,1
98501,Cairo,78,Kevin Davidson,1
98502,Beheira,78,Erika Jenkins,1
98503,Giza,52,Derek Dorsey,1
98504,Dakahlia,71,Kendra Stewart,0
98505,Kafr Al sheikh,68,Katherine Thompson,1
98506,Gharbiya,21,Mike Hendrix,0
98507,North Sinai,61,Nicholas Baker,0
98508,Fayoum,25,Shannon Elliott,0
98509,Sohag,69,Deborah Andrews,1
98510,Beheira,76,Hannah Tanner,1
98511,Alexandria,66,Jennifer Mann,1
98512,Menofia,40,Kelly Cruz,0
98513,Giza,74,Erika Williams,1
98514,Ismailia,75,Robin Edwards,0
98515,Qena,56,Shawn Melton,1
98516,Sohag,47,Michelle Peterson,1
98517,Qena,60,Anthony Fletcher,1
98518,Gharbiya,61,Chad Turner,0
98519,Beni Suef,47,Joshua Daniel,1
98520,Red Sea,35,Vickie Young,0
98521,Giza,46,Lisa Harris,0
98522,Aswan,76,Ronald Powell,0
98523,Cairo,66,Ann Vaughn,0
98524,Beheira,77,Douglas Wilson,1
98525,Luxor,64,Megan Hardin,1
98526,Port Said,59,Andrew Macdonald,0
98527,Aswan,72,Joseph Andrews,1
98528,Luxor,80,Elizabeth Smith,0
98529,Assiut,43,Crystal Flores,0
98530,Sharkia,31,Steven Lopez,1
98531,New Valley,78,Greg Moore,1
98532,Ismailia,72,Victoria Cooper,1
98533,Luxor,75,James Lee,1
98534,North Sinai,59,Eric Brewer,1
98535,Minya,37,Wayne Hatfield,1
98536,North Sinai,38,Natasha Meyers,0
98537,Menofia,44,Michele Johnson,1
98538,Dakahlia,22,Brenda Ross,0
98539,Beheira,20,Noah Chang,0
98540,New Valley,29,Earl Sanford,0
98541,Gharbiya,48,John Hernandez,1
98542,Assiut,56,Mrs. Kimberly Johnson,1
98543,Qena,24,John Lewis,1
98544,Menofia,24,Darin Hodge,0
98545,Fayoum,53,Sherri Rogers,0
98546,Beheira,55,Brian Cabrera,1
98547,Minya,33,Daniel Robles,1
98548,Ismailia,52,Leslie Washington,0
98549,Menofia,55,Edward Mcdonald,1
98550,Matrouh,44,Melvin Taylor,0
98551,Qena,71,Patricia Olson,0
98552,Sharkia,72,Thomas Arnold,0
98553,Cairo,26,Jay Moran,0
98554,South Sinai,27,Michael Freeman,1
98555,Menofia,37,Carl Frey,0
98556,Dakahlia,52,Lauren Harding,1
98557,Giza,77,Michael Mack,1
98558,Cairo,48,Marc Wang,1
98559,Sohag,66,Denise Mcdonald,0
98560,Ismailia,67,Christina Cain,0
98561,Fayoum,52,Andrew Zhang,1
98562,North Sinai,45,Katherine Stein,0
98563,Ismailia,67,Matthew Santos,0
98564,Menofia,21,Briana Lewis,1
98565,Cairo,71,Desiree Jones,0
98566,Port Said,72,Cassandra Reynolds,1
98567,Damietta,49,Roger Martinez,1
98568,Kafr Al sheikh,29,Elizabeth Rhodes,1
98569,Cairo,29,Valerie House,0
98570,Aswan,47,Jennifer Christensen,0
98571,Sharkia,35,Michael Medina,0
98572,Kafr Al sheikh,66,Nicole Andersen MD,1
98573,Giza,38,Mr. Jonathan Campbell MD,0
98574,Minya,40,Nicole Gilbert,1
98575,Matrouh,39,Aaron Burns,0
98576,Sohag,61,Kimberly Campbell,1
98577,New Valley,72,Christina Mcmillan,1
